8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.680000000000000000e+03,7.383800029754638672e+00,0.000000000000000000e+00
